index,income_or_expense,category,original_category,month,year,amount
601,Expense,Insurance,"Expenses, Real Estate Taxes and Insurance, , Property Liability Insurance",February,2024,18732.75
602,Expense,Utilities,"Expenses, Utilities Expense, , Electricity",February,2024,8342.29
603,Expense,Utilities,"Expenses, Utilities Expense, , Water",February,2024,18592.1
604,Expense,Utilities,"Expenses, Utilities Expense, , Gas",February,2024,10062.86
605,Expense,Utilities,"Expenses, Utilities Expense, , Sewer",February,2024,14017.74
606,Expense,Utilities,"Expenses, Utilities Expense, , Telephone/Answering Service",February,2024,629.82
607,Expense,Payroll,"Expenses, Payroll Expenses, , Manager Payroll",February,2024,5863.55
608,Expense,Payroll,"Expenses, Payroll Expenses, , Grounds Payroll",February,2024,5217.93
609,Expense,Payroll,"Expenses, Payroll Expenses, , Repairs Payroll",February,2024,22427.74
610,Expense,Payroll,"Expenses, Payroll Expenses, , Payroll Processing Charge",February,2024,228.1
611,Expense,Payroll,"Expenses, Payroll Expenses, , Payroll Taxes",February,2024,4524.81
612,Expense,Payroll,"Expenses, Payroll Expenses, , Health Insurance/Other Benefits",February,2024,3287.41
613,Expense,Repairs & Maintenance,"Expenses, Landscaping and Snow Removal, , Grounds Maintenance",February,2024,5322.72
614,Expense,Repairs & Maintenance,"Expenses, Landscaping and Snow Removal, , Snow Removal",February,2024,3151.16
615,Expense,Other Expense,"Expenses, Trash Removal, , Garbage & Trash Removal",February,2024,6493.28
616,Expense,Repairs & Maintenance,"Expenses, Operating and Maintenance Expense, , Janitor/Cleaning Supply",February,2024,1511.1
617,Expense,Repairs & Maintenance,"Expenses, Operating and Maintenance Expense, , Janitor/Clean Contract",February,2024,2036.79
618,Expense,Repairs & Maintenance,"Expenses, Operating and Maintenance Expense, , Exterminating Contract",February,2024,1363.47
619,Expense,Other Expense,"Expenses, Operating and Maintenance Expense, , Uniforms/Linen Service",February,2024,0.0
620,Expense,Other Expense,"Expenses, Operating and Maintenance Expense, , Security Service",February,2024,1840.0
621,Expense,Other Expense,"Expenses, Operating and Maintenance Expense, , Fire and Security",February,2024,543.08
622,Expense,Repairs & Maintenance,"Expenses, Operating and Maintenance Expense, , Repairs Contract",February,2024,2625.34
623,Expense,Repairs & Maintenance,"Expenses, Operating and Maintenance Expense, , Misc. Maint./Operating",February,2024,3119.36
624,Expense,General & Administrative,"Expenses, Administrative Expense, , Bank Fees",February,2024,147.22
625,Expense,General & Administrative,"Expenses, Administrative Expense, , Other Renting Expense",February,2024,1401.22
626,Expense,General & Administrative,"Expenses, Administrative Expense, , Office Supplies",February,2024,642.63
627,Expense,General & Administrative,"Expenses, Administrative Expense, , Postage & Freight",February,2024,0.0
628,Expense,General & Administrative,"Expenses, Administrative Expense, , Legal Expense - Eviction",February,2024,0.0
629,Expense,General & Administrative,"Expenses, Administrative Expense, , IT Expense",February,2024,2181.89
630,Expense,General & Administrative,"Expenses, Administrative Expense, , Misc. Administrative Exp",February,2024,670.49
631,Expense,General & Administrative,"Expenses, Administrative Expense, , Miscellaneous Taxes Licenses and Permits",February,2024,0.0
632,Expense,General & Administrative,"Expenses, Advertising and Promotion, , Promotions",February,2024,0.0
633,Expense,General & Administrative,"Expenses, Advertising and Promotion, , Internet Advertising",February,2024,1588.7
634,Expense,General & Administrative,"Expenses, Advertising and Promotion, , Advertising",February,2024,513.74
635,Expense,Management Fee,"Expenses, Management Fees, , Management Fee",February,2024,22360.09
